_Nb Properties (Expression),Amenities,Bathrooms,Bedrooms,City,Country,Date,Latitude,Longitude,Main Date: Month,Main Date: Month (Display),Main Date: Year,Profile,Property,Property Id,Property Type,Zip Code,_Max Theoretical Revenue (Expression),_Total Expenses (Expression),_Total Revenue (Expression),Expenses % ,Expenses %   MTD   (Current Month),Expenses %   MTD   (Previous Month),Gross Rental Yield,Gross Rental Yield  MTD   (Current Month),Gross Rental Yield  MTD   (Previous Month),Gross Rental Yield  MTD  (Previous Year),Gross Rental Yield  YTD  (Current Year),Indicator,Living Space,Max Theoretical Revenue,Monthly Expenses,Monthly Rent,Monthly Revenue,Nb Properties,Net Rental Yield,Net Rental Yield  MTD   (Current Month),Net Rental Yield  MTD   (Previous Month),Net Rental Yield  MTD  (Previous Year),Net Rental Yield  YTD  (Current Year),Net Rental Yield  YTD  (Previous Year),Net Rental Yield Perf. -  Value,Net Rental Yield Perf. - Reference,Net Rental Yield Perf. - Value vs Reference,Net Rental Yield Perf. - Value vs Reference %,Net Rental Yield Perf. - Value vs Reference (pt),Net Rental Yield Perf. - Value vs Reference (shape),Net Revenue,Net Revenue  MTD   (Current Month),Net Revenue  MTD   (Previous Month),Net Revenue  MTD  (Previous Year),Net Revenue  YTD  (Current Year),Net Revenue  YTD  (Previous Year),Net Revenue Perf. -  Value,Net Revenue Perf. - Reference,Net Revenue Perf. - Value vs Reference,Net Revenue Perf. - Value vs Reference %,Net Revenue Perf. - Value vs Reference (shape),Occupancy Rate,Placeholder (num),Property Class Yield ,Property Cost,Total Expenses,Total Expenses  MTD   (Current Month),Total Expenses  MTD   (Previous Month),Total Expenses  MTD  (Previous Year),Total Expenses  YTD  (Current Year),Total Expenses  YTD  (Previous Year),Total Expenses Perf. -  Value,Total Expenses Perf. - Reference,Total Expenses Perf. - Value vs Reference,Total Expenses Perf. - Value vs Reference %,Total Expenses Perf. - Value vs Reference (shape),Total Revenue,Total Revenue  MTD   (Current Month),Total Revenue  MTD   (Previous Month),Total Revenue  MTD  (Previous Year),Total Revenue  YTD  (Current Year),Total Revenue  YTD  (Previous Year),Total Revenue Perf. -  Value,Total Revenue Perf. - Reference,Total Revenue Perf. - Value vs Reference
"Suite 076,  Corners Ricky Plaza",High-End,1 bathroom,2 bedrooms,Brisbane,US,10/1/2020,37.68195053,-122.4002596,10,Oct,2020,Furnished Apt-High-End-2 Bed.,"Suite 076,  Corners Ricky Plaza",1612,Furnished Apartment,94005,3361,864.62,3361,25.70%,,,9.60%,,,,,2496.38,592,"$3,361 ",864.62,3361,3361,1,7.10%,,,,,,,,=,,,►,"$2,496 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,419408,$865 ,,,,,,,,=,,►,"$3,361 ",,,,,,,,=
"Apt. 414,  Summit Jeff Station",High-End,1 bathroom,2 bedrooms,Brisbane,US,10/1/2020,37.68753299,-122.428259,10,Oct,2020,Furnished Apt-High-End-2 Bed.,"Apt. 414,  Summit Jeff Station",875,Furnished Apartment,94005,4728,902.38,4728,19.10%,,,11.60%,,,,,3825.62,667,"$4,728 ",902.38,4728,4728,1,9.40%,,,,,,,,=,,,►,"$3,826 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,489557,$902 ,,,,,,,,=,,►,"$4,728 ",,,,,,,,=
"Apt. 135,  Village Thompson Corner",High-End,1 bathroom,2 bedrooms,Brisbane,US,11/1/2020,37.67938211,-122.3884071,11,Nov,2020,Furnished Apt-High-End-2 Bed.,"Apt. 135,  Village Thompson Corner",1723,Furnished Apartment,94005,2268,364.17,2268,16.10%,,,8.20%,,,,,1903.83,452,"$2,268 ",364.17,2268,2268,1,6.90%,,,,,,,,=,,,►,"$1,904 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,332088,$364 ,,,,,,,,=,,►,"$2,268 ",,,,,,,,=
"Suite 076,  Corners Ricky Plaza",High-End,1 bathroom,2 bedrooms,Brisbane,US,11/1/2020,37.68195053,-122.4002596,11,Nov,2020,Furnished Apt-High-End-2 Bed.,"Suite 076,  Corners Ricky Plaza",1612,Furnished Apartment,94005,3361,864.62,3361,25.70%,,,9.60%,,,,,2496.38,592,"$3,361 ",864.62,3361,3361,1,7.10%,,,,,,,,=,,,►,"$2,496 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,419408,$865 ,,,,,,,,=,,►,"$3,361 ",,,,,,,,=
"Apt. 414,  Summit Jeff Station",High-End,1 bathroom,2 bedrooms,Brisbane,US,11/1/2020,37.68753299,-122.428259,11,Nov,2020,Furnished Apt-High-End-2 Bed.,"Apt. 414,  Summit Jeff Station",875,Furnished Apartment,94005,4728,902.38,4728,19.10%,,,11.60%,,,,,3825.62,667,"$4,728 ",902.38,4728,4728,1,9.40%,,,,,,,,=,,,►,"$3,826 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,489557,$902 ,,,,,,,,=,,►,"$4,728 ",,,,,,,,=
"Apt. 135,  Village Thompson Corner",High-End,1 bathroom,2 bedrooms,Brisbane,US,12/1/2020,37.67938211,-122.3884071,12,Dec,2020,Furnished Apt-High-End-2 Bed.,"Apt. 135,  Village Thompson Corner",1723,Furnished Apartment,94005,2268,364.17,2268,16.10%,,,8.20%,,,,,1903.83,452,"$2,268 ",364.17,2268,2268,1,6.90%,,,,,,,,=,,,►,"$1,904 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,332088,$364 ,,,,,,,,=,,►,"$2,268 ",,,,,,,,=
"Suite 076,  Corners Ricky Plaza",High-End,1 bathroom,2 bedrooms,Brisbane,US,12/1/2020,37.68195053,-122.4002596,12,Dec,2020,Furnished Apt-High-End-2 Bed.,"Suite 076,  Corners Ricky Plaza",1612,Furnished Apartment,94005,3361,864.62,3361,25.70%,,,9.60%,,,,,2496.38,592,"$3,361 ",864.62,3361,3361,1,7.10%,,,,,,,,=,,,►,"$2,496 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,419408,$865 ,,,,,,,,=,,►,"$3,361 ",,,,,,,,=
"Apt. 414,  Summit Jeff Station",High-End,1 bathroom,2 bedrooms,Brisbane,US,12/1/2020,37.68753299,-122.428259,12,Dec,2020,Furnished Apt-High-End-2 Bed.,"Apt. 414,  Summit Jeff Station",875,Furnished Apartment,94005,4728,902.38,1220.129032,74.00%,,,3.00%,,,,,317.7490323,667,"$4,728 ",902.38,4728,1220.129032,1,0.80%,,,,,,,,=,,,►,$318 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,26%,0,VERY LOW YIELD,489557,$902 ,,,,,,,,=,,►,"$1,220 ",,,,,,,,=
"Apt. 135,  Village Thompson Corner",High-End,1 bathroom,2 bedrooms,Brisbane,US,1/1/2021,37.67938211,-122.3884071,1,Jan,2021,Furnished Apt-High-End-2 Bed.,"Apt. 135,  Village Thompson Corner",1723,Furnished Apartment,94005,2268,364.17,2268,16.10%,,,8.20%,,,,,1903.83,452,"$2,268 ",364.17,2268,2268,1,6.90%,,,,,,,,=,,,►,"$1,904 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,332088,$364 ,,,,,,,,=,,►,"$2,268 ",,,,,,,,=
"Suite 076,  Corners Ricky Plaza",High-End,1 bathroom,2 bedrooms,Brisbane,US,1/1/2021,37.68195053,-122.4002596,1,Jan,2021,Furnished Apt-High-End-2 Bed.,"Suite 076,  Corners Ricky Plaza",1612,Furnished Apartment,94005,3361,864.62,3361,25.70%,,,9.60%,,,,,2496.38,592,"$3,361 ",864.62,3361,3361,1,7.10%,,,,,,,,=,,,►,"$2,496 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,419408,$865 ,,,,,,,,=,,►,"$3,361 ",,,,,,,,=
"Apt. 414,  Summit Jeff Station",High-End,1 bathroom,2 bedrooms,Brisbane,US,1/1/2021,37.68753299,-122.428259,1,Jan,2021,Furnished Apt-High-End-2 Bed.,"Apt. 414,  Summit Jeff Station",875,Furnished Apartment,94005,4611,1329.64,3569.806452,37.20%,,,8.80%,,,,,2240.166452,667,"$4,611 ",1329.64,4611,3569.806452,1,5.50%,,,,,,,,=,,,►,"$2,240 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,77%,0,VERY LOW YIELD,489557,"$1,330 ",,,,,,,,=,,►,"$3,570 ",,,,,,,,=
"Apt. 135,  Village Thompson Corner",High-End,1 bathroom,2 bedrooms,Brisbane,US,2/1/2021,37.67938211,-122.3884071,2,Feb,2021,Furnished Apt-High-End-2 Bed.,"Apt. 135,  Village Thompson Corner",1723,Furnished Apartment,94005,2268,364.17,2268,16.10%,,,8.20%,,,,,1903.83,452,"$2,268 ",364.17,2268,2268,1,6.90%,,,,,,,,=,,,►,"$1,904 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,332088,$364 ,,,,,,,,=,,►,"$2,268 ",,,,,,,,=
"Suite 076,  Corners Ricky Plaza",High-End,1 bathroom,2 bedrooms,Brisbane,US,2/1/2021,37.68195053,-122.4002596,2,Feb,2021,Furnished Apt-High-End-2 Bed.,"Suite 076,  Corners Ricky Plaza",1612,Furnished Apartment,94005,3361,864.62,3361,25.70%,,,9.60%,,,,,2496.38,592,"$3,361 ",864.62,3361,3361,1,7.10%,,,,,,,,=,,,►,"$2,496 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,419408,$865 ,,,,,,,,=,,►,"$3,361 ",,,,,,,,=
"Apt. 414,  Summit Jeff Station",High-End,1 bathroom,2 bedrooms,Brisbane,US,2/1/2021,37.68753299,-122.428259,2,Feb,2021,Furnished Apt-High-End-2 Bed.,"Apt. 414,  Summit Jeff Station",875,Furnished Apartment,94005,4611,1329.64,4611,28.80%,,,11.30%,,,,,3281.36,667,"$4,611 ",1329.64,4611,4611,1,8.00%,,,,,,,,=,,,►,"$3,281 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,489557,"$1,330 ",,,,,,,,=,,►,"$4,611 ",,,,,,,,=
"Apt. 135,  Village Thompson Corner",High-End,1 bathroom,2 bedrooms,Brisbane,US,3/1/2021,37.67938211,-122.3884071,3,Mar,2021,Furnished Apt-High-End-2 Bed.,"Apt. 135,  Village Thompson Corner",1723,Furnished Apartment,94005,2268,364.17,2268,16.10%,,,8.20%,,,,,1903.83,452,"$2,268 ",364.17,2268,2268,1,6.90%,,,,,,,,=,,,►,"$1,904 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,332088,$364 ,,,,,,,,=,,►,"$2,268 ",,,,,,,,=
"Suite 076,  Corners Ricky Plaza",High-End,1 bathroom,2 bedrooms,Brisbane,US,3/1/2021,37.68195053,-122.4002596,3,Mar,2021,Furnished Apt-High-End-2 Bed.,"Suite 076,  Corners Ricky Plaza",1612,Furnished Apartment,94005,3361,864.62,3361,25.70%,,,9.60%,,,,,2496.38,592,"$3,361 ",864.62,3361,3361,1,7.10%,,,,,,,,=,,,►,"$2,496 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,419408,$865 ,,,,,,,,=,,►,"$3,361 ",,,,,,,,=
"Apt. 414,  Summit Jeff Station",High-End,1 bathroom,2 bedrooms,Brisbane,US,3/1/2021,37.68753299,-122.428259,3,Mar,2021,Furnished Apt-High-End-2 Bed.,"Apt. 414,  Summit Jeff Station",875,Furnished Apartment,94005,4611,1329.64,4611,28.80%,,,11.30%,,,,,3281.36,667,"$4,611 ",1329.64,4611,4611,1,8.00%,,,,,,,,=,,,►,"$3,281 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,489557,"$1,330 ",,,,,,,,=,,►,"$4,611 ",,,,,,,,=
"Apt. 135,  Village Thompson Corner",High-End,1 bathroom,2 bedrooms,Brisbane,US,4/1/2021,37.67938211,-122.3884071,4,Apr,2021,Furnished Apt-High-End-2 Bed.,"Apt. 135,  Village Thompson Corner",1723,Furnished Apartment,94005,2268,364.17,2268,16.10%,,,8.20%,,,,,1903.83,452,"$2,268 ",364.17,2268,2268,1,6.90%,,,,,,,,=,,,►,"$1,904 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,332088,$364 ,,,,,,,,=,,►,"$2,268 ",,,,,,,,=
"Suite 076,  Corners Ricky Plaza",High-End,1 bathroom,2 bedrooms,Brisbane,US,4/1/2021,37.68195053,-122.4002596,4,Apr,2021,Furnished Apt-High-End-2 Bed.,"Suite 076,  Corners Ricky Plaza",1612,Furnished Apartment,94005,3361,864.62,1568.466667,55.10%,,,4.50%,,,,,703.8466667,592,"$3,361 ",864.62,3361,1568.466667,1,2.00%,,,,,,,,=,,,►,$704 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,47%,0,VERY LOW YIELD,419408,$865 ,,,,,,,,=,,►,"$1,568 ",,,,,,,,=
"Apt. 414,  Summit Jeff Station",High-End,1 bathroom,2 bedrooms,Brisbane,US,4/1/2021,37.68753299,-122.428259,4,Apr,2021,Furnished Apt-High-End-2 Bed.,"Apt. 414,  Summit Jeff Station",875,Furnished Apartment,94005,4611,1329.64,4611,28.80%,,,11.30%,,,,,3281.36,667,"$4,611 ",1329.64,4611,4611,1,8.00%,,,,,,,,=,,,►,"$3,281 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,489557,"$1,330 ",,,,,,,,=,,►,"$4,611 ",,,,,,,,=
"Apt. 135,  Village Thompson Corner",High-End,1 bathroom,2 bedrooms,Brisbane,US,5/1/2021,37.67938211,-122.3884071,5,May,2021,Furnished Apt-High-End-2 Bed.,"Apt. 135,  Village Thompson Corner",1723,Furnished Apartment,94005,2268,364.17,2268,16.10%,,,8.20%,,,,,1903.83,452,"$2,268 ",364.17,2268,2268,1,6.90%,,,,,,,,=,,,►,"$1,904 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,332088,$364 ,,,,,,,,=,,►,"$2,268 ",,,,,,,,=
"Suite 076,  Corners Ricky Plaza",High-End,1 bathroom,2 bedrooms,Brisbane,US,5/1/2021,37.68195053,-122.4002596,5,May,2021,Furnished Apt-High-End-2 Bed.,"Suite 076,  Corners Ricky Plaza",1612,Furnished Apartment,94005,3884,955.83,0,,,,0.00%,,,,,-955.83,592,"$3,884 ",955.83,3884,0,1,-2.70%,,,,,,,,=,,,►,($956),$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,0%,0,VERY LOW YIELD,419408,$956 ,,,,,,,,=,,►,$0 ,,,,,,,,=
"Apt. 414,  Summit Jeff Station",High-End,1 bathroom,2 bedrooms,Brisbane,US,5/1/2021,37.68753299,-122.428259,5,May,2021,Furnished Apt-High-End-2 Bed.,"Apt. 414,  Summit Jeff Station",875,Furnished Apartment,94005,4611,1329.64,4611,28.80%,,,11.30%,,,,,3281.36,667,"$4,611 ",1329.64,4611,4611,1,8.00%,,,,,,,,=,,,►,"$3,281 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,489557,"$1,330 ",,,,,,,,=,,►,"$4,611 ",,,,,,,,=
"Apt. 135,  Village Thompson Corner",High-End,1 bathroom,2 bedrooms,Brisbane,US,6/1/2021,37.67938211,-122.3884071,6,Jun,2021,Furnished Apt-High-End-2 Bed.,"Apt. 135,  Village Thompson Corner",1723,Furnished Apartment,94005,2268,364.17,2268,16.10%,,,8.20%,,,,,1903.83,452,"$2,268 ",364.17,2268,2268,1,6.90%,,,,,,,,=,,,►,"$1,904 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,332088,$364 ,,,,,,,,=,,►,"$2,268 ",,,,,,,,=
"Suite 076,  Corners Ricky Plaza",High-End,1 bathroom,2 bedrooms,Brisbane,US,6/1/2021,37.68195053,-122.4002596,6,Jun,2021,Furnished Apt-High-End-2 Bed.,"Suite 076,  Corners Ricky Plaza",1612,Furnished Apartment,94005,3884,955.83,0,,,,0.00%,,,,,-955.83,592,"$3,884 ",955.83,3884,0,1,-2.70%,,,,,,,,=,,,►,($956),$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,0%,0,VERY LOW YIELD,419408,$956 ,,,,,,,,=,,►,$0 ,,,,,,,,=
"Apt. 414,  Summit Jeff Station",High-End,1 bathroom,2 bedrooms,Brisbane,US,6/1/2021,37.68753299,-122.428259,6,Jun,2021,Furnished Apt-High-End-2 Bed.,"Apt. 414,  Summit Jeff Station",875,Furnished Apartment,94005,4611,1329.64,4611,28.80%,,,11.30%,,,,,3281.36,667,"$4,611 ",1329.64,4611,4611,1,8.00%,,,,,,,,=,,,►,"$3,281 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,489557,"$1,330 ",,,,,,,,=,,►,"$4,611 ",,,,,,,,=
"Apt. 135,  Village Thompson Corner",High-End,1 bathroom,2 bedrooms,Brisbane,US,7/1/2021,37.67938211,-122.3884071,7,Jul,2021,Furnished Apt-High-End-2 Bed.,"Apt. 135,  Village Thompson Corner",1723,Furnished Apartment,94005,2268,364.17,2268,16.10%,,,8.20%,,,,,1903.83,452,"$2,268 ",364.17,2268,2268,1,6.90%,,,,,,,,=,,,►,"$1,904 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,332088,$364 ,,,,,,,,=,,►,"$2,268 ",,,,,,,,=
"Suite 076,  Corners Ricky Plaza",High-End,1 bathroom,2 bedrooms,Brisbane,US,7/1/2021,37.68195053,-122.4002596,7,Jul,2021,Furnished Apt-High-End-2 Bed.,"Suite 076,  Corners Ricky Plaza",1612,Furnished Apartment,94005,3633,772.12,2578.258065,29.90%,,,7.40%,,,,,1806.138065,592,"$3,633 ",772.12,3633,2578.258065,1,5.20%,,,,,,,,=,,,►,"$1,806 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,71%,0,VERY LOW YIELD,419408,$772 ,,,,,,,,=,,►,"$2,578 ",,,,,,,,=
"Apt. 414,  Summit Jeff Station",High-End,1 bathroom,2 bedrooms,Brisbane,US,7/1/2021,37.68753299,-122.428259,7,Jul,2021,Furnished Apt-High-End-2 Bed.,"Apt. 414,  Summit Jeff Station",875,Furnished Apartment,94005,4611,1329.64,4611,28.80%,,,11.30%,,,,,3281.36,667,"$4,611 ",1329.64,4611,4611,1,8.00%,,,,,,,,=,,,►,"$3,281 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,489557,"$1,330 ",,,,,,,,=,,►,"$4,611 ",,,,,,,,=
"Apt. 135,  Village Thompson Corner",High-End,1 bathroom,2 bedrooms,Brisbane,US,8/1/2021,37.67938211,-122.3884071,8,Aug,2021,Furnished Apt-High-End-2 Bed.,"Apt. 135,  Village Thompson Corner",1723,Furnished Apartment,94005,2268,364.17,2268,16.10%,,,8.20%,,,,,1903.83,452,"$2,268 ",364.17,2268,2268,1,6.90%,,,,,,,,=,,,►,"$1,904 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,332088,$364 ,,,,,,,,=,,►,"$2,268 ",,,,,,,,=
"Suite 076,  Corners Ricky Plaza",High-End,1 bathroom,2 bedrooms,Brisbane,US,8/1/2021,37.68195053,-122.4002596,8,Aug,2021,Furnished Apt-High-End-2 Bed.,"Suite 076,  Corners Ricky Plaza",1612,Furnished Apartment,94005,3633,772.12,3633,21.30%,,,10.40%,,,,,2860.88,592,"$3,633 ",772.12,3633,3633,1,8.20%,,,,,,,,=,,,►,"$2,861 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,419408,$772 ,,,,,,,,=,,►,"$3,633 ",,,,,,,,=
"Apt. 414,  Summit Jeff Station",High-End,1 bathroom,2 bedrooms,Brisbane,US,8/1/2021,37.68753299,-122.428259,8,Aug,2021,Furnished Apt-High-End-2 Bed.,"Apt. 414,  Summit Jeff Station",875,Furnished Apartment,94005,4611,1329.64,4611,28.80%,,,11.30%,,,,,3281.36,667,"$4,611 ",1329.64,4611,4611,1,8.00%,,,,,,,,=,,,►,"$3,281 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,489557,"$1,330 ",,,,,,,,=,,►,"$4,611 ",,,,,,,,=
"Apt. 135,  Village Thompson Corner",High-End,1 bathroom,2 bedrooms,Brisbane,US,9/1/2021,37.67938211,-122.3884071,9,Sep,2021,Furnished Apt-High-End-2 Bed.,"Apt. 135,  Village Thompson Corner",1723,Furnished Apartment,94005,2268,364.17,2268,16.10%,,,8.20%,,,,,1903.83,452,"$2,268 ",364.17,2268,2268,1,6.90%,,,,,,,,=,,,►,"$1,904 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,332088,$364 ,,,,,,,,=,,►,"$2,268 ",,,,,,,,=
"Suite 076,  Corners Ricky Plaza",High-End,1 bathroom,2 bedrooms,Brisbane,US,9/1/2021,37.68195053,-122.4002596,9,Sep,2021,Furnished Apt-High-End-2 Bed.,"Suite 076,  Corners Ricky Plaza",1612,Furnished Apartment,94005,3633,772.12,3633,21.30%,,,10.40%,,,,,2860.88,592,"$3,633 ",772.12,3633,3633,1,8.20%,,,,,,,,=,,,►,"$2,861 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,419408,$772 ,,,,,,,,=,,►,"$3,633 ",,,,,,,,=
"Apt. 414,  Summit Jeff Station",High-End,1 bathroom,2 bedrooms,Brisbane,US,9/1/2021,37.68753299,-122.428259,9,Sep,2021,Furnished Apt-High-End-2 Bed.,"Apt. 414,  Summit Jeff Station",875,Furnished Apartment,94005,4611,1329.64,4611,28.80%,,,11.30%,,,,,3281.36,667,"$4,611 ",1329.64,4611,4611,1,8.00%,,,,,,,,=,,,►,"$3,281 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,489557,"$1,330 ",,,,,,,,=,,►,"$4,611 ",,,,,,,,=
"Apt. 135,  Village Thompson Corner",High-End,1 bathroom,2 bedrooms,Brisbane,US,10/1/2021,37.67938211,-122.3884071,10,Oct,2021,Furnished Apt-High-End-2 Bed.,"Apt. 135,  Village Thompson Corner",1723,Furnished Apartment,94005,2268,364.17,2268,16.10%,,,8.20%,,,,,1903.83,452,"$2,268 ",364.17,2268,2268,1,6.90%,,,,,,,,=,,,►,"$1,904 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,332088,$364 ,,,,,,,,=,,►,"$2,268 ",,,,,,,,=
"Suite 076,  Corners Ricky Plaza",High-End,1 bathroom,2 bedrooms,Brisbane,US,10/1/2021,37.68195053,-122.4002596,10,Oct,2021,Furnished Apt-High-End-2 Bed.,"Suite 076,  Corners Ricky Plaza",1612,Furnished Apartment,94005,3633,772.12,3633,21.30%,,,10.40%,,,,,2860.88,592,"$3,633 ",772.12,3633,3633,1,8.20%,,,,,,,,=,,,►,"$2,861 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,419408,$772 ,,,,,,,,=,,►,"$3,633 ",,,,,,,,=
"Apt. 414,  Summit Jeff Station",High-End,1 bathroom,2 bedrooms,Brisbane,US,10/1/2021,37.68753299,-122.428259,10,Oct,2021,Furnished Apt-High-End-2 Bed.,"Apt. 414,  Summit Jeff Station",875,Furnished Apartment,94005,4611,1329.64,3569.806452,37.20%,,,8.80%,,,,,2240.166452,667,"$4,611 ",1329.64,4611,3569.806452,1,5.50%,,,,,,,,=,,,►,"$2,240 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,77%,0,VERY LOW YIELD,489557,"$1,330 ",,,,,,,,=,,►,"$3,570 ",,,,,,,,=
"Apt. 135,  Village Thompson Corner",High-End,1 bathroom,2 bedrooms,Brisbane,US,11/1/2021,37.67938211,-122.3884071,11,Nov,2021,Furnished Apt-High-End-2 Bed.,"Apt. 135,  Village Thompson Corner",1723,Furnished Apartment,94005,2268,364.17,604.8,60.20%,,,2.20%,,,,,240.63,452,"$2,268 ",364.17,2268,604.8,1,0.90%,,,,,,,,=,,,►,$241 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,27%,0,VERY LOW YIELD,332088,$364 ,,,,,,,,=,,►,$605 ,,,,,,,,=
"Suite 076,  Corners Ricky Plaza",High-End,1 bathroom,2 bedrooms,Brisbane,US,11/1/2021,37.68195053,-122.4002596,11,Nov,2021,Furnished Apt-High-End-2 Bed.,"Suite 076,  Corners Ricky Plaza",1612,Furnished Apartment,94005,3633,772.12,3633,21.30%,,,10.40%,,,,,2860.88,592,"$3,633 ",772.12,3633,3633,1,8.20%,,,,,,,,=,,,►,"$2,861 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,419408,$772 ,,,,,,,,=,,►,"$3,633 ",,,,,,,,=
"Apt. 414,  Summit Jeff Station",High-End,1 bathroom,2 bedrooms,Brisbane,US,11/1/2021,37.68753299,-122.428259,11,Nov,2021,Furnished Apt-High-End-2 Bed.,"Apt. 414,  Summit Jeff Station",875,Furnished Apartment,94005,3562,867.39,0,,,,0.00%,,,,,-867.39,667,"$3,562 ",867.39,3562,0,1,-2.10%,,,,,,,,=,,,►,($867),$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,0%,0,VERY LOW YIELD,489557,$867 ,,,,,,,,=,,►,$0 ,,,,,,,,=
"Apt. 135,  Village Thompson Corner",High-End,1 bathroom,2 bedrooms,Brisbane,US,12/1/2021,37.67938211,-122.3884071,12,Dec,2021,Furnished Apt-High-End-2 Bed.,"Apt. 135,  Village Thompson Corner",1723,Furnished Apartment,94005,1859,308.57,0,,,,0.00%,,,,,-308.57,452,"$1,859 ",308.57,1859,0,1,-1.10%,,,,,,,,=,,,►,($309),$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,0%,0,VERY LOW YIELD,332088,$309 ,,,,,,,,=,,►,$0 ,,,,,,,,=
